timestamp,client_id,buffer_size_bytes,max_buffer_size_bytes,buffer_overflows,packets_total,packets_complete,packets_fragmented,fragmentation_rate,streams_active,streams_max_concurrent,throughput_mbps,avg_processing_time_ms,avg_buffer_wait_ms
2025-08-05T18:17:42.120055,client_134025770997216,0,0,0,0,0,0,0.0,0,0,0.0,0,0
2025-08-05T18:17:47.121159,client_134025770997216,0,16744,0,891,86,805,0.903,5,5,0.2915,0.03,0.03
2025-08-05T18:17:52.122560,client_134025770997216,0,16924,0,2234,210,2024,0.906,5,5,0.3017,0.03,0.03
2025-08-05T18:17:57.123818,client_134025770997216,0,16968,0,3566,333,3233,0.907,5,5,0.2788,0.03,0.03
2025-08-05T18:18:02.125294,client_134025770997216,0,17157,0,4921,458,4463,0.907,5,5,0.2941,0.03,0.03
2025-08-05T18:18:07.127834,client_134025770997216,12180,17157,0,6267,581,5686,0.907,5,5,0.3007,0.03,0.03
2025-08-05T18:18:12.129937,client_134025770997216,0,17157,0,7627,707,6920,0.907,5,5,0.2942,0.03,0.03
2025-08-05T18:18:17.132009,client_134025770997216,0,17157,0,8983,832,8151,0.907,5,5,0.2935,0.03,0.03
2025-08-05T18:18:22.134547,client_134025770997216,0,17157,0,10332,957,9375,0.907,5,5,0.301,0.03,0.03
2025-08-05T18:18:27.137545,client_134025770997216,0,17157,0,11671,1081,10590,0.907,5,5,0.301,0.03,0.03
2025-08-05T18:18:32.139520,client_134025770997216,0,17157,0,13028,1207,11821,0.907,5,5,0.2956,0.03,0.03
2025-08-05T18:18:37.143228,client_134025770997216,0,17157,0,14373,1331,13042,0.907,5,5,0.2952,0.03,0.03
2025-08-05T18:18:42.147322,client_134025770997216,0,17157,0,15728,1456,14272,0.907,5,5,0.2966,0.02,0.02
2025-08-05T18:18:47.151404,client_134025770997216,3654,17157,0,17039,1580,15459,0.907,5,5,0.2812,0.02,0.02
2025-08-05T18:18:52.155001,client_134025770997216,0,17157,0,18374,1705,16669,0.907,5,5,0.2932,0.02,0.02
2025-08-05T18:18:57.158116,client_134025770997216,0,17157,0,19722,1830,17892,0.907,5,5,0.2976,0.02,0.02
2025-08-05T18:19:02.161534,client_134025770997216,0,17809,0,21073,1953,19120,0.907,5,5,0.3068,0.02,0.02
2025-08-05T18:19:07.165338,client_134025770997216,0,17809,0,22487,2078,20409,0.908,5,5,0.309,0.02,0.02
