timestamp,client_id,buffer_size_bytes,max_buffer_size_bytes,buffer_overflows,packets_total,packets_complete,packets_fragmented,fragmentation_rate,streams_active,streams_max_concurrent,throughput_mbps,avg_processing_time_ms,avg_buffer_wait_ms
2025-08-05T19:10:53.525154,client_134025777733536,0,0,0,0,0,0,0.0,0,0,0.0,0,0
2025-08-05T19:10:58.526210,client_134025777733536,0,17612,0,957,87,870,0.909,5,5,0.3091,0.02,0.02
2025-08-05T19:11:03.527275,client_134025777733536,0,17612,0,2373,212,2161,0.911,5,5,0.3024,0.02,0.02
2025-08-05T19:11:08.528247,client_134025777733536,0,17612,0,3784,337,3447,0.911,5,5,0.3105,0.02,0.02
2025-08-05T19:11:13.529749,client_134025777733536,0,17635,0,5190,461,4729,0.911,5,5,0.309,0.02,0.02
2025-08-05T19:11:18.531146,client_134025777733536,0,17635,0,6603,586,6017,0.911,5,5,0.3006,0.02,0.02
2025-08-05T19:11:23.533178,client_134025777733536,0,17635,0,8008,710,7298,0.911,5,5,0.3093,0.02,0.02
2025-08-05T19:11:28.536292,client_134025777733536,0,17635,0,9375,835,8540,0.911,5,5,0.3044,0.02,0.02
2025-08-05T19:11:33.538885,client_134025777733536,0,17635,0,10769,959,9810,0.911,5,5,0.3006,0.02,0.02
2025-08-05T19:11:38.541710,client_134025777733536,0,17635,0,12102,1083,11019,0.911,5,5,0.2901,0.02,0.02
2025-08-05T19:11:43.545116,client_134025777733536,0,20217,0,13573,1208,12365,0.911,5,5,0.3152,0.02,0.02
2025-08-05T19:11:48.548782,client_134025777733536,0,20217,0,15023,1332,13691,0.911,5,5,0.3042,0.02,0.02
2025-08-05T19:11:53.552526,client_134025777733536,0,20217,0,16457,1456,15001,0.912,5,5,0.3344,0.02,0.02
2025-08-05T19:11:58.554909,client_134025777733536,0,20217,0,17887,1581,16306,0.912,5,5,0.3184,0.02,0.02
2025-08-05T19:12:03.558922,client_134025777733536,0,20478,0,19315,1705,17610,0.912,5,5,0.3149,0.02,0.02
2025-08-05T19:12:08.563112,client_134025777733536,0,22868,0,20939,1828,19111,0.913,5,5,0.3621,0.02,0.02
2025-08-05T19:12:13.566539,client_134025777733536,0,24154,0,22544,1953,20591,0.913,5,5,0.3728,0.02,0.02
2025-08-05T19:12:18.570413,client_134025777733536,0,24154,0,24160,2077,22083,0.914,5,5,0.3553,0.02,0.02
2025-08-05T19:12:23.574075,client_134025777733536,0,24154,0,25806,2201,23605,0.915,5,5,0.3696,0.02,0.02
2025-08-05T19:12:28.578446,client_134025777733536,0,24154,0,27484,2326,25158,0.915,5,5,0.3683,0.02,0.02
2025-08-05T19:12:33.582512,client_134025777733536,0,24154,0,28961,2450,26511,0.915,5,5,0.319,0.02,0.02
2025-08-05T19:12:38.587370,client_134025777733536,0,24154,0,30375,2575,27800,0.915,5,5,0.325,0.02,0.02
2025-08-05T19:12:43.592675,client_134025777733536,0,24154,0,31802,2701,29101,0.915,5,5,0.3063,0.02,0.02
