timestamp,client_id,buffer_size_bytes,max_buffer_size_bytes,buffer_overflows,packets_total,packets_complete,packets_fragmented,fragmentation_rate,streams_active,streams_max_concurrent,throughput_mbps,avg_processing_time_ms,avg_buffer_wait_ms
2025-08-05T19:11:02.784910,client_134025745853344,0,0,0,0,0,0,0.0,0,0,0.0,0,0
2025-08-05T19:11:07.785627,client_134025745853344,0,17598,0,879,81,798,0.908,5,5,0.3117,0.02,0.02
2025-08-05T19:11:12.787577,client_134025745853344,0,17730,0,2295,206,2089,0.91,5,5,0.3097,0.02,0.02
2025-08-05T19:11:17.789027,client_134025745853344,0,17730,0,3720,331,3389,0.911,5,5,0.3105,0.02,0.02
2025-08-05T19:11:22.790030,client_134025745853344,6090,17730,0,5121,455,4666,0.911,5,5,0.3004,0.02,0.02
2025-08-05T19:11:27.791397,client_134025745853344,0,17730,0,6514,580,5934,0.911,5,5,0.3165,0.02,0.02
2025-08-05T19:11:32.792998,client_134025745853344,0,17730,0,7926,705,7221,0.911,5,5,0.3017,0.02,0.02
2025-08-05T19:11:37.795314,client_134025745853344,2436,17730,0,9286,830,8456,0.911,5,5,0.2809,0.02,0.02
2025-08-05T19:11:42.797076,client_134025745853344,0,20454,0,10729,955,9774,0.911,5,5,0.3261,0.02,0.02
2025-08-05T19:11:47.798769,client_134025745853344,14616,20454,0,12229,1080,11149,0.912,5,5,0.3417,0.02,0.02
2025-08-05T19:11:52.801819,client_134025745853344,0,20454,0,13689,1205,12484,0.912,5,5,0.3211,0.02,0.02
2025-08-05T19:11:57.805066,client_134025745853344,0,20454,0,15132,1330,13802,0.912,5,5,0.3206,0.02,0.02
2025-08-05T19:12:02.809020,client_134025745853344,0,20454,0,16587,1455,15132,0.912,5,5,0.3065,0.02,0.02
2025-08-05T19:12:07.813175,client_134025745853344,0,22925,0,18217,1580,16637,0.913,5,5,0.3626,0.02,0.02
2025-08-05T19:12:12.893152,client_134025745853344,0,23933,0,19841,1705,18136,0.914,5,5,0.3717,0.02,0.02
2025-08-05T19:12:17.897524,client_134025745853344,0,23933,0,21485,1831,19654,0.915,5,5,0.3626,0.02,0.02
2025-08-05T19:12:22.901038,client_134025745853344,0,23933,0,23164,1957,21207,0.916,5,5,0.3624,0.02,0.02
2025-08-05T19:12:27.905447,client_134025745853344,0,23933,0,24863,2083,22780,0.916,5,5,0.3689,0.02,0.02
2025-08-05T19:12:32.909600,client_134025745853344,0,23933,0,26393,2208,24185,0.916,5,5,0.3103,0.02,0.02
2025-08-05T19:12:37.917672,client_134025745853344,0,23933,0,27807,2333,25474,0.916,5,5,0.3188,0.02,0.02
2025-08-05T19:12:42.923744,client_134025745853344,0,23933,0,29237,2459,26778,0.916,5,5,0.3076,0.02,0.02
2025-08-05T19:12:47.929233,client_134025745853344,0,23933,0,30638,2583,28055,0.916,5,5,0.3063,0.02,0.02
2025-08-05T19:12:52.934419,client_134025745853344,0,23933,0,32046,2708,29338,0.915,5,5,0.2992,0.02,0.02
