timestamp,client_id,buffer_size_bytes,max_buffer_size_bytes,buffer_overflows,packets_total,packets_complete,packets_fragmented,fragmentation_rate,streams_active,streams_max_concurrent,throughput_mbps,avg_processing_time_ms,avg_buffer_wait_ms
2025-08-05T19:10:57.447301,client_134025777733824,0,0,0,0,0,0,0.0,0,0,0.0,0,0
2025-08-05T19:11:02.449248,client_134025777733824,0,17656,0,899,82,817,0.909,5,5,0.3092,0.02,0.02
2025-08-05T19:11:07.450324,client_134025777733824,0,17656,0,2306,206,2100,0.911,5,5,0.3091,0.02,0.02
2025-08-05T19:11:12.451622,client_134025777733824,0,17656,0,3720,331,3389,0.911,5,5,0.3012,0.02,0.02
2025-08-05T19:11:17.453381,client_134025777733824,0,17656,0,5134,456,4678,0.911,5,5,0.3093,0.02,0.02
2025-08-05T19:11:22.459857,client_134025777733824,0,17656,0,6540,580,5960,0.911,5,5,0.3069,0.02,0.02
2025-08-05T19:11:27.462220,client_134025777733824,1218,34694,0,7902,705,7197,0.911,5,5,0.297,0.02,0.02
2025-08-05T19:11:32.464205,client_134025777733824,0,34694,0,9318,831,8487,0.911,5,5,0.3082,0.02,0.02
2025-08-05T19:11:37.465839,client_134025777733824,0,34694,0,10664,955,9709,0.91,5,5,0.2807,0.02,0.02
2025-08-05T19:11:42.467837,client_134025777733824,0,34694,0,12106,1081,11025,0.911,5,5,0.3513,0.02,0.02
2025-08-05T19:11:47.470534,client_134025777733824,0,34694,0,13595,1206,12389,0.911,5,5,0.3311,0.02,0.02
2025-08-05T19:11:52.473258,client_134025777733824,0,34694,0,15025,1330,13695,0.911,5,5,0.32,0.02,0.02
2025-08-05T19:11:57.476865,client_134025777733824,0,34694,0,16455,1455,15000,0.912,5,5,0.3105,0.02,0.02
2025-08-05T19:12:02.480743,client_134025777733824,1218,34694,0,17885,1579,16306,0.912,5,5,0.327,0.02,0.02
2025-08-05T19:12:07.484346,client_134025777733824,0,34694,0,19518,1705,17813,0.913,5,5,0.365,0.02,0.02
2025-08-05T19:12:12.488349,client_134025777733824,0,34694,0,21132,1830,19302,0.913,5,5,0.353,0.02,0.02
2025-08-05T19:12:17.493200,client_134025777733824,0,34694,0,22746,1954,20792,0.914,5,5,0.3619,0.02,0.02
2025-08-05T19:12:22.496382,client_134025777733824,0,34694,0,24398,2079,22319,0.915,5,5,0.369,0.02,0.02
2025-08-05T19:12:27.500628,client_134025777733824,0,34694,0,26072,2204,23868,0.915,5,5,0.3832,0.02,0.02
2025-08-05T19:12:32.505396,client_134025777733824,0,34694,0,27623,2329,25294,0.916,5,5,0.3098,0.02,0.02
2025-08-05T19:12:37.511033,client_134025777733824,0,34694,0,29035,2454,26581,0.915,5,5,0.3087,0.02,0.02
2025-08-05T19:12:42.516426,client_134025777733824,3654,34694,0,30457,2579,27878,0.915,5,5,0.323,0.02,0.02
2025-08-05T19:12:47.521491,client_134025777733824,0,34694,0,31857,2704,29153,0.915,5,5,0.3058,0.02,0.02
2025-08-05T19:12:52.527280,client_134025777733824,0,34694,0,33249,2829,30420,0.915,5,5,0.2978,0.02,0.02
2025-08-05T19:12:57.533584,client_134025777733824,0,34694,0,34658,2954,31704,0.915,5,5,0.3002,0.02,0.02
2025-08-05T19:13:02.539929,client_134025777733824,0,34694,0,36050,3079,32971,0.915,5,5,0.3053,0.02,0.02
2025-08-05T19:13:07.546411,client_134025777733824,0,34694,0,37442,3204,34238,0.914,5,5,0.3068,0.02,0.02
2025-08-05T19:13:12.552869,client_134025777733824,2436,34694,0,38829,3328,35501,0.914,5,5,0.3012,0.02,0.02
2025-08-05T19:13:17.559844,client_134025777733824,0,34694,0,40156,3453,36703,0.914,5,5,0.3018,0.02,0.02
2025-08-05T19:13:22.567476,client_134025777733824,0,34694,0,41548,3579,37969,0.914,5,5,0.3018,0.02,0.02
2025-08-05T19:13:27.574589,client_134025777733824,0,34694,0,42946,3704,39242,0.914,5,5,0.3098,0.02,0.02
2025-08-05T19:13:32.582396,client_134025777733824,0,34694,0,44291,3828,40463,0.914,5,5,0.2971,0.02,0.02
2025-08-05T19:13:37.589596,client_134025777733824,0,34694,0,45708,3954,41754,0.913,5,5,0.3196,0.02,0.02
2025-08-05T19:13:42.595522,client_134025777733824,0,34694,0,47217,4078,43139,0.914,5,5,0.354,0.02,0.02
2025-08-05T19:13:47.602576,client_134025777733824,0,34694,0,48749,4204,44545,0.914,5,5,0.3418,0.02,0.02
2025-08-05T19:13:52.609317,client_134025777733824,0,34694,0,50238,4329,45909,0.914,5,5,0.3241,0.02,0.02
2025-08-05T19:13:57.617711,client_134025777733824,0,34694,0,51715,4454,47261,0.914,5,5,0.3326,0.02,0.02
2025-08-05T19:14:02.628718,client_134025777733824,0,34694,0,53068,4578,48490,0.914,5,5,0.2867,0.02,0.02
2025-08-05T19:14:07.639215,client_134025777733824,0,34694,0,54430,4704,49726,0.914,5,5,0.2956,0.02,0.02
2025-08-05T19:14:12.648378,client_134025777733824,0,34694,0,55730,4829,50901,0.913,5,5,0.2807,0.02,0.02
2025-08-05T19:14:17.657111,client_134025777733824,0,34694,0,57018,4954,52064,0.913,5,5,0.2803,0.02,0.02
2025-08-05T19:14:22.664709,client_134025777733824,0,34694,0,58303,5079,53224,0.913,5,5,0.2748,0.02,0.02
2025-08-05T19:14:27.674418,client_134025777733824,0,34694,0,59570,5204,54366,0.913,5,5,0.2756,0.02,0.02
2025-08-05T19:14:32.682436,client_134025777733824,3654,34694,0,60833,5328,55505,0.912,5,5,0.2757,0.02,0.02
2025-08-05T19:14:37.691143,client_134025777733824,0,34694,0,62104,5453,56651,0.912,5,5,0.2899,0.02,0.02
2025-08-05T19:14:42.702418,client_134025777733824,0,34694,0,63374,5578,57796,0.912,5,5,0.283,0.02,0.02
2025-08-05T19:14:47.713182,client_134025777733824,7308,34694,0,64646,5702,58944,0.912,5,5,0.2759,0.02,0.02
2025-08-05T19:14:52.722523,client_134025777733824,0,34694,0,65928,5828,60100,0.912,5,5,0.2903,0.02,0.02
2025-08-05T19:14:57.734479,client_134025777733824,0,34694,0,67197,5953,61244,0.911,5,5,0.2838,0.02,0.02
2025-08-05T19:15:02.746016,client_134025777733824,0,34694,0,68476,6079,62397,0.911,5,5,0.2892,0.02,0.02
2025-08-05T19:15:07.759717,client_134025777733824,0,34694,0,69765,6204,63561,0.911,5,5,0.2944,0.02,0.02
2025-08-05T19:15:12.772507,client_134025777733824,0,34694,0,71034,6330,64704,0.911,5,5,0.2741,0.02,0.02
2025-08-05T19:15:17.785078,client_134025777733824,0,34694,0,72316,6455,65861,0.911,5,5,0.2852,0.02,0.02
2025-08-05T19:15:22.794780,client_134025777733824,0,34694,0,73596,6580,67016,0.911,5,5,0.2798,0.02,0.02
2025-08-05T19:15:27.806360,client_134025777733824,0,34694,0,74869,6704,68165,0.91,5,5,0.2807,0.02,0.02
2025-08-05T19:15:32.816051,client_134025777733824,0,34694,0,76165,6830,69335,0.91,5,5,0.2897,0.02,0.02
2025-08-05T19:15:37.828194,client_134025777733824,0,34694,0,77452,6955,70497,0.91,5,5,0.282,0.02,0.02
2025-08-05T19:15:42.842948,client_134025777733824,0,34694,0,78722,7079,71643,0.91,5,5,0.2817,0.02,0.02
2025-08-05T19:15:47.856282,client_134025777733824,2436,34694,0,79999,7203,72796,0.91,5,5,0.2965,0.02,0.02
2025-08-05T19:15:52.870133,client_134025777733824,0,34694,0,81254,7329,73925,0.91,5,5,0.2803,0.02,0.02
2025-08-05T19:15:57.886118,client_134025777733824,0,34694,0,82476,7454,75022,0.91,5,5,0.2702,0.02,0.02
